36	2.785	0.048	0.424	0.571
56	3.663	0.075	0.424	0.609
28	5.618	0.038	0.475	0.683
46	2.448	0.049	0.568	0.780
65	3.743	0.078	0.747	0.756
50	2.120	0.058	0.667	0.806
80	3.222	0.066	0.491	0.571
28	3.535	0.037	0.475	0.622
9	5.537	0.010	0.073	0.150
38	3.376	0.040	0.432	0.613
33	4.266	0.051	0.398	0.623
25	1.957	0.028	0.658	0.758
31	4.119	0.031	0.284	0.397
21	3.791	0.025	0.618	0.583
64	4.475	0.077	0.627	0.640
58	2.759	0.061	0.659	0.753
41	3.612	0.053	0.333	0.471
70	2.449	0.069	0.438	0.636
48	2.462	0.058	0.558	0.667
7	6.468	0.010	0.113	0.219
31	2.829	0.038	0.443	0.477
100	5.040	0.103	0.637	0.725
16	4.144	0.018	0.172	0.320
20	3.784	0.022	0.588	0.645
37	3.035	0.050	0.587	0.617
48	3.269	0.054	0.320	0.449
61	1.091	0.076	0.847	0.859
105	2.685	0.102	0.729	0.854
90	1.201	0.087	0.874	0.826
9	7.166	0.011	0.127	0.205
41	0.753	0.051	0.872	0.854
33	4.403	0.033	0.200	0.355
109	0.772	0.108	0.886	0.893
22	9.329	0.024	0.349	0.423
37	2.208	0.041	0.627	0.698
58	2.278	0.067	0.598	0.773
83	2.121	0.088	0.606	0.638
37	4.571	0.056	0.740	0.771
75	2.186	0.175	0.581	0.743
52	2.670	0.061	0.486	0.642
110	1.237	0.105	0.797	0.775
203	1.380	0.166	0.760	0.793
191	2.113	0.174	0.599	0.770
122	3.335	0.118	0.649	0.739
159	3.080	0.167	0.626	0.750
183	5.052	0.182	0.759	0.901
91	2.314	0.086	0.476	0.659
164	0.902	0.185	0.916	0.932
151	0.871	0.148	0.899	0.921
84	2.085	0.082	0.651	0.718
382	0.533	0.295	0.910	0.950
127	1.388	0.120	0.770	0.830
114	0.870	0.111	0.851	0.927
173	0.702	0.165	0.896	0.940
114	1.471	0.108	0.691	0.826
131	1.071	0.136	0.862	0.929
109	4.006	0.107	0.260	0.559
112	1.448	0.097	0.783	0.842
198	1.222	0.185	0.802	0.925
179	1.300	0.166	0.778	0.877
154	2.915	0.136	0.438	0.762
105	0.754	0.101	0.890	0.955
194	2.348	0.170	0.551	0.858
164	1.129	0.181	0.916	0.927
57	3.931	0.054	0.285	0.452
139	2.341	0.135	0.554	0.755
122	1.984	0.110	0.613	0.739
169	1.315	0.150	0.820	0.845
118	1.483	0.123	0.761	0.837
146	1.098	0.139	0.811	0.912
84	3.301	0.112	0.292	0.646
90	1.460	0.081	0.744	0.776
265	0.648	0.232	0.933	0.911
121	1.912	0.117	0.676	0.812
129	1.074	0.129	0.854	0.884
115	0.884	0.121	0.846	0.898
100	1.351	0.114	0.855	0.833
148	1.605	0.158	0.822	0.897
37	4.062	0.058	0.446	0.587
106	1.695	0.099	0.592	0.716
84	2.085	0.082	0.651	0.718
382	0.533	0.295	0.910	0.950
127	1.388	0.120	0.770	0.830
