79	1.766	0.093	0.414	1.000
54	3.145	0.094	0.446	1.000
23	1.834	0.070	0.535	0.958
24	2.101	0.079	0.400	1.000
22	2.035	0.068	0.512	1.000
2	5.262	0.040	0.200	0.400
21	2.043	0.079	0.512	1.000
9	1.343	0.054	0.474	1.000
12	4.351	0.019	0.273	0.857
22	2.015	0.067	0.440	1.000
18	2.527	0.059	0.514	1.000
31	1.632	0.100	0.492	1.000
33	1.353	0.093	0.471	1.000
26	2.390	0.067	0.400	1.000
3	3.796	0.019	0.231	0.750
39	1.439	0.069	0.494	1.000
30	2.494	0.075	0.370	0.938
23	1.080	0.058	0.411	1.000
2	5.940	0.008	0.182	1.000
37	1.380	0.084	0.507	1.000
18	1.690	0.075	0.474	1.000
8	2.836	0.036	0.296	1.000
21	1.970	0.065	0.420	1.000
11	2.443	0.055	0.407	1.000
14	2.111	0.099	0.636	1.000
25	2.366	0.046	0.368	1.000
29	1.638	0.071	0.433	1.000
15	1.729	0.047	0.395	1.000
29	2.939	0.057	0.349	0.967
29	1.646	0.071	0.475	1.000
15	2.275	0.035	0.395	1.000
28	1.983	0.106	0.475	1.000
17	2.513	0.044	0.370	1.000
12	3.115	0.034	0.286	0.857
36	1.582	0.093	0.554	1.000
34	1.783	0.082	0.486	1.000
33	1.759	0.059	0.465	1.000
47	2.206	0.076	0.431	0.979
35	2.661	0.075	0.361	0.946
14	2.862	0.039	0.378	1.000
26	2.220	0.047	0.406	1.000
50	1.373	0.091	0.476	1.000
36	2.276	0.062	0.456	1.000
27	2.569	0.063	0.307	0.964
21	3.205	0.046	0.467	0.955
76	1.591	0.126	0.500	1.000
21	2.749	0.078	0.525	1.000
49	2.053	0.091	0.458	1.000
7	2.989	0.038	0.500	1.000
32	2.327	0.076	0.421	0.941
15	0.757	0.055	0.455	1.000
68	2.897	0.106	0.531	0.944
42	3.301	0.079	0.336	0.977
32	3.244	0.041	0.327	0.821
14	2.316	0.068	0.400	1.000
17	2.861	0.044	0.340	0.944
28	1.651	0.053	0.491	1.000
17	2.025	0.073	0.515	1.000
28	2.031	0.092	0.459	1.000
15	3.699	0.083	0.357	0.938
34	3.002	0.084	0.337	0.872
38	3.752	0.115	0.369	0.927
54	2.207	0.106	0.514	0.964
14	4.923	0.071	0.318	0.875
45	1.873	0.102	0.542	1.000
17	3.476	0.102	0.459	1.000
33	2.520	0.115	0.465	1.000
10	2.160	0.064	0.294	1.000
13	4.332	0.067	0.419	1.000
23	1.847	0.055	0.343	1.000
6	2.904	0.097	0.316	1.000
31	4.482	0.050	0.437	0.886
43	2.445	0.085	0.417	0.956
17	3.284	0.079	0.405	0.850
10	2.353	0.093	0.417	0.909
20	2.036	0.059	0.444	0.952
14	6.304	0.034	0.179	0.778
24	3.280	0.083	0.320	0.889
47	2.968	0.105	0.343	0.959
51	2.692	0.061	0.325	0.962
36	2.421	0.074	0.391	1.000
8	4.178	0.037	0.154	0.727
40	3.482	0.116	0.290	0.930
28	3.511	0.085	0.438	1.000
37	2.721	0.076	0.389	0.949
44	3.911	0.074	0.219	0.846
46	2.799	0.091	0.351	0.979
21	4.834	0.053	0.375	0.955
33	2.553	0.100	0.434	0.917
32	1.766	0.111	0.421	1.000
23	5.419	0.124	0.479	1.000
25	3.683	0.048	0.243	0.893
19	2.560	0.063	0.404	1.000
16	4.507	0.080	0.291	0.696
36	1.716	0.057	0.439	1.000
27	3.713	0.067	0.370	0.964
17	3.240	0.060	0.500	0.944
48	2.087	0.106	0.444	1.000
15	3.222	0.056	0.405	0.938
31	1.729	0.103	0.544	1.000
12	4.016	0.064	0.333	0.857
22	2.484	0.083	0.423	0.957
31	2.680	0.090	0.456	0.969
27	2.970	0.076	0.422	0.964
8	4.051	0.053	0.167	0.800
17	3.993	0.067	0.258	1.000
39	3.164	0.152	0.358	0.929
16	3.181	0.033	0.333	1.000
46	1.506	0.097	0.447	0.979
13	2.316	0.059	0.351	1.000
25	2.214	0.063	0.357	1.000
45	2.568	0.067	0.489	1.000
27	2.249	0.088	0.443	1.000
20	2.547	0.093	0.408	1.000
17	1.920	0.063	0.415	1.000
50	2.608	0.110	0.376	0.980
43	2.967	0.110	0.326	0.935
48	3.080	0.121	0.410	0.980
54	3.142	0.107	0.333	0.915
26	2.707	0.089	0.433	0.963
45	2.243	0.099	0.429	0.978
21	3.277	0.050	0.304	0.778
36	2.801	0.104	0.330	0.973
8	3.922	0.059	0.276	1.000
44	2.648	0.078	0.431	0.978
12	3.093	0.066	0.261	1.000
50	3.586	0.096	0.307	0.820
39	2.803	0.104	0.348	0.975
32	2.081	0.056	0.390	1.000
26	2.368	0.118	0.542	0.963
13	2.719	0.117	0.394	0.929
42	1.799	0.150	0.538	0.977
5	4.804	0.042	0.167	0.833
15	3.978	0.062	0.195	0.789
63	3.419	0.105	0.281	0.887
48	2.370	0.109	0.366	0.941
30	3.133	0.083	0.323	0.857
5	6.893	0.052	0.217	0.625
20	3.500	0.066	0.313	0.909
50	2.682	0.073	0.385	0.962
45	3.206	0.104	0.378	0.957
8	3.338	0.044	0.235	0.889
7	3.160	0.031	0.250	1.000
87	2.469	0.087	0.380	0.967
29	2.817	0.087	0.362	1.000
1	11.482	0.043	0.100	0.500
36	2.526	0.102	0.396	1.000
31	2.480	0.090	0.443	0.939
8	3.331	0.035	0.229	1.000
12	2.876	0.035	0.316	0.923
28	2.735	0.073	0.384	1.000
21	2.191	0.088	0.420	1.000
19	2.470	0.069	0.322	0.950
21	3.038	0.071	0.438	1.000
31	3.523	0.054	0.307	0.969
25	2.571	0.091	0.431	1.000
52	1.919	0.090	0.505	1.000
63	2.452	0.080	0.389	0.969
81	2.792	0.109	0.355	0.988
45	1.803	0.092	0.484	1.000
21	4.595	0.052	0.304	0.808
19	1.400	0.086	0.358	1.000
22	3.689	0.055	0.256	0.917
63	3.006	0.066	0.341	0.955
48	2.307	0.100	0.410	1.000
15	5.066	0.034	0.306	0.652
23	2.473	0.061	0.343	1.000
16	3.622	0.063	0.327	0.889
29	2.684	0.078	0.453	0.967
52	1.630	0.120	0.491	1.000
9	6.688	0.034	0.474	1.000
20	2.326	0.052	0.370	0.952
13	2.625	0.080	0.361	1.000
24	2.531	0.083	0.444	0.960
34	2.331	0.084	0.486	0.971
17	3.195	0.062	0.362	0.895
3	3.211	0.027	0.375	1.000
30	2.430	0.101	0.638	1.000
21	2.292	0.062	0.362	0.955
26	2.959	0.064	0.400	0.963
8	15.894	0.052	0.286	0.800
34	3.611	0.063	0.405	0.971
31	2.853	0.088	0.456	1.000
11	2.904	0.097	0.379	1.000
25	2.249	0.064	0.385	0.962
24	2.120	0.065	0.414	0.960
10	1.898	0.056	0.476	1.000
29	2.432	0.085	0.433	1.000
15	10.752	0.349	0.500	0.938
40	2.269	0.139	0.455	0.976
52	2.321	0.080	0.452	1.000
55	1.024	0.076	0.440	1.000
29	2.432	0.066	0.349	0.879
17	3.268	0.050	0.370	0.895
14	2.012	0.060	0.483	1.000
34	2.886	0.056	0.347	0.872
11	2.078	0.035	0.393	1.000
26	2.949	0.074	0.342	1.000
17	1.784	0.050	0.586	1.000
22	2.457	0.050	0.524	1.000
11	3.880	0.046	0.297	1.000
55	2.439	0.107	0.379	1.000
16	1.029	0.086	0.432	1.000
