70	2.819	0.054	0.440	0.565
157	2.987	0.103	0.474	0.773
30	5.590	0.023	0.254	0.448
79	2.828	0.043	0.479	0.612
149	3.200	0.098	0.871	0.903
119	1.721	0.067	0.744	0.744
212	2.599	0.095	0.538	0.665
112	3.124	0.075	0.423	0.596
42	4.336	0.027	0.135	0.292
74	3.592	0.040	0.338	0.490
123	2.875	0.084	0.447	0.695
51	2.737	0.032	0.477	0.622
85	3.379	0.050	0.332	0.497
54	4.868	0.030	0.563	0.509
208	1.578	0.122	0.860	0.904
84	2.943	0.047	0.618	0.718
103	3.164	0.065	0.355	0.479
161	3.820	0.079	0.334	0.585
63	3.175	0.044	0.375	0.630
70	3.087	0.050	0.361	0.714
154	0.732	0.111	0.939	0.957
138	5.891	0.099	0.489	0.642
72	3.236	0.047	0.436	0.632
105	1.059	0.070	0.875	0.897
135	1.509	0.103	0.900	0.865
146	3.144	0.082	0.360	0.562
106	2.176	0.075	0.835	0.862
200	1.966	0.098	0.717	0.806
175	1.215	0.104	0.875	0.833
66	4.310	0.038	0.308	0.559
62	1.848	0.045	0.747	0.765
43	4.886	0.025	0.129	0.301
228	0.630	0.125	0.923	0.931
44	5.810	0.029	0.468	0.506
68	2.407	0.039	0.535	0.673
85	2.979	0.053	0.429	0.634
150	2.324	0.088	0.625	0.758
84	0.411	0.067	0.913	0.913
83	3.282	0.111	0.529	0.735
150	2.541	0.088	0.526	0.750
369	0.869	0.156	0.831	0.902
637	1.154	0.228	0.831	0.837
350	2.999	0.143	0.421	0.617
257	3.892	0.124	0.630	0.743
406	2.737	0.195	0.592	0.779
392	2.480	0.203	0.905	0.940
264	2.489	0.117	0.498	0.670
405	1.442	0.195	0.849	0.877
406	1.260	0.167	0.834	0.883
213	1.741	0.090	0.647	0.789
853	1.129	0.286	0.812	0.839
368	0.732	0.154	0.893	0.925
345	0.370	0.155	0.966	0.969
500	1.128	0.218	0.840	0.907
301	1.650	0.124	0.710	0.831
303	1.389	0.159	0.891	0.932
214	4.429	0.110	0.246	0.633
290	1.500	0.119	0.755	0.812
540	1.543	0.216	0.789	0.920
532	1.102	0.213	0.829	0.896
342	3.053	0.138	0.418	0.715
175	1.225	0.082	0.795	0.833
448	2.364	0.176	0.615	0.831
407	0.543	0.250	0.942	0.940
162	3.166	0.077	0.421	0.591
313	2.302	0.152	0.602	0.824
285	1.443	0.123	0.658	0.796
589	0.924	0.240	0.902	0.947
282	1.147	0.139	0.832	0.881
483	1.025	0.205	0.831	0.922
195	4.077	0.105	0.308	0.613
200	1.245	0.091	0.746	0.803
678	0.608	0.281	0.934	0.930
400	1.047	0.186	0.870	0.924
435	0.763	0.203	0.933	0.944
319	0.507	0.159	0.909	0.955
324	0.606	0.184	0.910	0.950
422	0.911	0.197	0.849	0.870
107	2.163	0.074	0.543	0.704
175	2.452	0.091	0.543	0.795
405	1.442	0.195	0.849	0.877
406	1.260	0.167	0.834	0.883
213	1.741	0.090	0.647	0.789
